Post,Label
am not a lawyer but those azimio losers have no case to present to the supreme court ruto won the elections free and fair,fake
normal operations resume in kibuye open market in kisumu city 1 day after the announcement of the 5th president of kenya in 2022 elections sh2guggefv,fact
@user you are right sir elections are just a contest of ideas lets celebrate the beauty and strength of our 40+ tribes as as one people kenya,fake
our president elect is wsr elections are over whether you supported him or not he is our president kenya is bigger than all of us congratulations to you all xma50je5gb,fact
on behalf of all kenyans i congratulate you for winning the coming elections 5mkrfxbrez,fact
@user i agree as things stand now all other tribes are dissolutioned and and feel like they are not part of this nation unless make changes in our constitution as regards to presidential elections i am done with participating in the process waste of time thank you mr ngunyi,neutral
"elections results 
we can rest on the sovereignty of god when we are unclear on the outcome of the results forgeahead",fact
@user towards the home stretch of his candaigns the current president was more open that he was behind the choosing of the running mate 🧉 plus the elections of 2022 was on the economy of the ordinary people 58mancjhlz,fake
the aftermath of 2022 presidential elections protests shivling supermarket in kondele kisumu was stoned last night vjefzpio3b,fact
liamarta33 like all elections do,neutral
elections period is over now it s time to simp,neutral
so sad that someone people have to die because of elections rmb0s0rswu,fact
he was right about the elections but in this he was wrong who tf is the clown 🤡 eeuo5qdbh3,fact
he had planted his side chick there boss joho prowess in bed can t work in rigging elections shameless yv9efsaw9n,neutral
it’s very sad that in every elections our families have to pay big amounts of their loved ones for the sake of some individuals who are thirsty for leadership positions this is now getting out of hand justice for daniel musyoka,neutral
@user even if elections were to be done a million times raila odinga will still lose so stop diverting the voice of god because he never confuses himself dr william ruto is the the lord and people s choice,fake
kenyans we should thank god for peaceful elections let s mantain peace no matter which political side you supported our country is bigger than individuals love your neighbor and let s work to develop kenya,neutral
drjuma m don t forget chebukati bundled the 2017 elections,neutral
@user @user one day we shall seat and i will tell you integrity and elections in kenya don t go together we had an election that wasn t about integrity but political strategies,neutral
@user @user @user exactly we create imaginary hate during the elections,neutral
ncic kenya commissioner dr danvas makori in thesituationroom for a conversation on maintaining peace after elections tune in ericlatiff nduokoh ctmuga 🔴live nnszrsb2uk mptzkgao8x,neutral
"here s the entire youtube recording of my discussion on law and best practices following yesterday s declaration of kenya s presidential elections results english translation may be unavailable or unreliable kenya elections law translation
kwyntfxh4x",neutral
such a shame that elections keep on dividing us,fact
to move back home things are bad the elections only made matters worse my parents support ed different candidates and it got ugly i just want to get out of here but i haven t been able to get any written jobs i don t know how to include add ghost [4 8],neutral
"my women heroes this elections were
1 purity ngirici
2 susan kihika
3 toto
4 martha karua
5 tabitha karanja
6 karen nyamu
this is purely my opinion based on what i learnt from each of them based on what i picked from anything i liked about them",neutral
"travy lad i mean raila won but he was denied💔
it s essential to understand that elections are the base of our democracy en if we don t have truly a fair electoral process en one that can be managed well by a truly independent body it will always en ever be an attack on our democracy🤤",fact
this years elections have done away with kenyattas odingas and moi families dynasties out,fake
statement on kenya s elections aqsx8siahc,fact
spent the evening discussing the law and best practices following today s declaration of kenya s presidential elections results on ramogi tv let s be calm and allow dispute resolution mechanism envisaged in the constitution to be triggered ramogifm ramogitvke @user lwkcrow8p7,fake
@user hehehehe i guess one ought to look at what media has been warning azimio it s all in the twitter engine like how come uda group has been chest thumbing how they hav already won the election wayback before elections day or the way uda had been prodding azimio don t go to court,fake
@user they should face the consequences for going against the oath that took them to safeguard our elections,neutral
that was a wonderful coverage of the kenyan elections by our home made newsmen,fact
"wsr
[1] the guy formed a political party in under two years to the general elections [2] contested against the government and government supported opposition [3] maneuvered through allegations and slander from his boss and a better part of the government he was leading si2e8rkd7x",fact
@user this round we won’t boycott elections ull see,fact
guys evening raila is done in the elections of kenya,neutral
@user @user i understand her she was under pressure what we don t know is from where she is a mother and wife to someone you remember roselyn akombe elections are life wire,neutral
azimio lawyers will have an easy time in supreme court the determination will not be a repeat of presidential elections rather it will be the bench reinstating be raila s win,fake
nobody wants another round of candaigns and elections you shoulda handled your business,fake
"2 people in kisumu have already lost their lives following the protests of 2022 presidential elections in kenya 
a young mom in kondele and a male in late teens or early 20s in nyamasaria area",fact
@user around 7 8 cases last tuesday ilikua elections,fact
"done with the elections coverage back to the normal schedules prime time news broadcast time to step up kutv kenya
emmanuelkutosi mxzrwyzavx",neutral
supreme court has 14 days to hear and determine presidential elections then fresh presidential elections will be held within sixty days thereafter president uhuru kenyatta will be in office until november the 4 orengo opaque miguna miguna east africa kondele ad2befexcp,fact
@user a perennial loser who always breaks his own record in losing the elections kenyadecides kenyaschoice2022 kupp0tszha,fact
@user this is a mere handful of people but yiu also so how the presidential elections was so this is not the real picture on the ground,fact
democracy and elections are the worst scams ever,neutral
folks raila amollo odinga named a cabinet before winning elections,fake
@user he did and he is alone … well i think i just feel the energy at the end of this elections has been bad we just need peace now we have a president already,neutral
grow up the elections have been peaceful this is inflammatory and racist conduct yourselves in a manner to suggest you are homo sapiens sapiens 5pbopiij9h,fake
you thought elections wont happen the people of kenya are the supreme qnd have made their decision on the ballot and their decision has been rendered today we thank god for the victory kn5ekldlts,neutral
what can i do with my mere account i can t insult anyone and please don t don t mock anyone majority are hurting from the shock experienced in a week from elections loses and anxiety let s make fun in a friendly way and the message will be home hakuna inciting,fact
explains the political game in our just concluded elections f73mjpblo4,fact
u s embassy knew the outcome of the elections since day one of voting,neutral
shout out to davischirchir you played a big role in this elections to protect our votes you deserve a national s8rhhru0tj me youre a hero👊🏿👊🏿 yooe84dnr6,fact
“watching raila lose this elections reminds me of how i lost you but you’ll always remain the president of my heart baby” dh439tipm6,neutral
the only thing that will change this country is blood and iron not elections,neutral
from today supreme court has 14 days to hear and determine presidential elections … then fresh presidential elections will be held within sixty days thereafter … president uhuru kenyatta will be in office until november,fake
@user elections by majority is not a decision of the commissioners,fact
@user she should be charged for abscond of duty and against the elections act,fact
we should thank god for peace during these elections it was almost tipping over into chaos,fact
@user elections are over embrace peace and move on boss,fact
@user dearest hellen … i will take up the offer after repeat elections,fact
@user this means thay central kenya ndio kusema especially in elections,neutral
from after elections to after supreme court 😌,fake
@user @user the uncertainty that comes along with kenyan elections so people wait until all this is done to resume their normal routines,neutral
why azimio lost the elections but my faith in raila odinga is undimmed 8z6n7epq6k,neutral
@user the level of verification this time is high i don t know what causes they can get to put that into question close elections,fake
@user i doubt much will happen maybe sporadic incidences the tribal equation that usually causes the violence didn t feature in these elections,fact
mimi ni mkenya i preach peace ️ and unity kenya 2022 general elections yx8mg4yqt5,fact
"this is what happens when we have free fair and transparent elections well deserved well deserved well deserved
rutothefifth",fact
god does not steal elections 🖕🏾,fact
@user bro all these is here say you and i know the procedure these are the most verifiable elections we have ever had in our history as a country,fact
is the first elections where the referee becomes the first to reject the results,fake
@user @user most of us have those clients for ‘after elections’,fake
we will not allow rao to destroy this nation as he has in previous elections raila ought to concede defeat and allow the nation to move forward,fact
because of the opaque nature of the last phase of the elections we cannot take ownership of these elections 4 of 7 electoral commissioners distance themselves from presidential result set to be announced sad,fact
@user there are procedures we have repeated elections before,fact
@user we don t care chebukati is the returning officer of the presidential elections,neutral
there’s no elections here,neutral
there will never be a peaceful elections as along as @user is running my opinion electionske,fact
hello @user will kenya ever have free and fair elections,fact
i was looking forward to the end of this elections thing,neutral
how can a whole commission tasked with handling elections disagree openly like this we stay on brand man,fact
"must @user win elections for the elections to be free and fair to an extent of beating chibukati
you guys should give us a break aah nkt iebcresults2022 uda",fact
"my goodnesss
this is bonkers commissioners at serena wamejitoa citing opaque nature of the elections",neutral
4 of the commisioners have disputed elections,fact
so far this has been the most transparent free and fair elections in kenya azimio agents should sign form 34c and if not satisfied move to the court simple no need for tensions puzzles or press conferences kenyans have decided let the will of people be respected,fact
are close elections a feature or a bug of democracy in our country and others we see them all the time,fact
tech in elections is worse than the manual way you win an election by just hacking the system and introducing an algorithm in the manual system the one rigging makes a lot of mistakes as opposed to tech,fact
@user looks like it s another contested elections their right btw,fake
now azimio are holding a press conference claiming this is the most mismanaged elections setting stage for rejecting results this is bad for the country,fake
whatever happens i hope one day i ll read in someone s memoir of the deals power brokers meetings that happened behind the scene at this moment as we await the results of the presidential elections,neutral
50percent +1 is the magic equation in kenyan presidential elections our +1 is in excess of 5000 our competitor is about 300 000 votes behind us it is coming home guys,neutral
why is it taking ages to announce presidential elections in kenya mistrust mistrust mistrust of technology yet the country is a continental heavyweight in matters tech read out @user @user,fact
wajackoyah is actually my favorite person after these elections,fake
you ll be okay elections are not the end of life it will hurt a few days it will seem hopeless but you have been here before had a severe heartbreak couldn t pay rent lost your mother was yet you somehow made it out of the swand this is no different you ll be fine tr,fact
reduce salaries allowances and perks and privileges from these elected politicians bar them from doing business with national or county govts and elections in kenya will not be a do or die situation sanity restored,fact
"only negative feeling of this elections threats
threats
threats
we need a de escalation of threats next time around s1uwahdnbc",fact
i must commend policeke very much for their role and their patience and their service during the 2022 elections they handled people in a mature and civil manner i salute them,neutral
whoever wins this elections the first assignment is to declare chrome gin as an alternative to kerosine and ban it,fake
the @user has conducted themselves with utmost professionalism during the 2022 general elections thumbs up electionske2022,fact
"elections aren t a matter of who wins but who best represent our values voting is not only about exercising our democratic right and expressing the will of the people but also a way of demanding for the services that we deserve
presidentialelections2022",fact
@user this would have made sense in 1997 elections but today everyone has access to information,neutral
@user they have been around since few days to elections,fact
kenyan elections are a hit series to ugandans just imagine they are about to begin watching season 5 of this show,neutral
whichever the outcome of this elections i will be avoiding social media and the computers for few months been diagnosed with chronic dry eyes to heal my eyes,neutral
unlike other years 2002 2007 2013 and 2017 no one has a clue on who the president elect is 6days after general elections and few hours to the announcement peace fight anxiety drink alot of water patience waiting for the 5th electionske2022,fact
he asked calmly as he switched tabs to the elections portal onvcics9b0,neutral
i must be the least bothered person with these elections results fr,neutral
you had to be the main actor amid anxiety from the elections dab06mbiup,fact
but si it s so obvious who has won these elections why keep us waiting,neutral
@user and imagine he joined some days to the elections,fact
@user can it be attributed to the postponement of gubernatorial elections,fact
in 2017 elections one of our opponents poisoned one of raila’s foot soldier norman magaya at bomas of kenya a time like this while guarding baba’svotes despite that magaya has been on the forefront in chandioning baba even when bedridden jakom remember this man when u take over,fact
not wanted to make any comment on the elections until results are announced but i must comment @user on their intentional use of photos of both when posting provisional results a very good peace message kudos nationbreaking nation politics nation,neutral
this is the most accurate poll so far i have seen done one week before elections though they gave too much reference to wajackoya he was inconsequential ohm6830ddu,neutral
ekuru aukot of 2017 then when elections was eventually nullified by scok aukot still wanted to participate in the repeat vv0n5ctzwj,neutral
next elections anyone close to uhuru lrb23eei1m,fact
ruto cant beat raila on free and fair elections its time to accept it,neutral
odanga the institutions meant to accompany the 2022 elections transparency were not ready data journalist researcher and fellow at mozilla foundation odanga madung in thesituationroom ericlatiff nduokoh ctmuga 7tnw68xvdv,neutral
@user @user @user @user this is the first time elections have ended without any violent reactions yet it s not about anticipating violence it s knowing the risk and taking the chance to mitigate the risk you won t understand business dynamics in the the mv industry would you,neutral
"if you are feeling blue this monday morning no pun intended because of the unfolding results of the presidential elections remember it’s entirely normal to feel this way and there are many others also hurting grieving like you
for those not hurting please be considerate c",neutral
"blue side has been thumping they have won but 12am there was a update to 🇰🇪 22 elections app which if you don t download your system will not function update is win 2 2 wsr
so quickly download and restart your system kipruto93 @user",neutral
@user if the unthinkable happens that rao loses and wsr wins the msa and kakamega elections will be a great battle @user is the master of coastal politics owing to the tribulations he has been through it is the fall of joho s and the rise of ras pablo,neutral
the fifth if no petition is lodged at the supreme court by the end of seven days after chebukati declares the result kenya will have a new president in office by the end of the month hvf4edo7a4,fake
@user @user two most previous elections the will of the people was subverted what makes this year s election any different,fact
elections hold the country at ransom year in year out the anxiety who will be next kang on the throne the fears could they be worse or some power hungry monster who will take the country to its knees i don t know man we should rethink the voting process,fact
azimio minions asking president uhuru kenyatta to interfere with the elections goes against everything we stand for as a country if raila odinga has lost let it be,fact
@user @user i believe azimio lost before elections and don t tell didn t see it coming i voted azimio to fulfil my duty i did,neutral
@user enda mathari hospital post elections counseling is free,fake
elections are also a refresher course in geography for many here s the political map of kenya xb5lh7277m,fact
william ruto won t win anything because he has lost elections in the next few hours we will see who lied @user @user,fact
free and fair elections onother hustler has accepted raila amolo odinga be ready to accept he dr william samoei ruto as your 5th president djf7cawkss,neutral
events around the kenyan elections point to the amount of work still needed to address barriers around voter turnout by youth and information manipulation mis disinformation and info literacy back to the drawing board when the dust settles,fake
the @user should remove the incomplete provisional report in their platform and keep the official results only 5vhmaxzr60,neutral
hello @userupdate us about the kenyan elections we will appreciate thank you,fact
outgoing mandera governor s party the united democratic movement udm has the same number of mps like gideon moi s kenya african national union kanu a party which was started just a few months to the elections has taken 5 members to parliament is udm the party of the future,neutral
"azimio la umoja has a majority in the national assembly with 162 members compared to kenya kwanza which has 159
however none of the coalitions commands an absolute majority of 180 members yet with 12 nominated seats still vacant and 4 parliamentary elections having been postponed",neutral
@user @user especially during this time of elections,fake
i think kenyans are frustrated psychologically n they were even before ths elections can just be a trigger to something something bubbling under let s be cautious peace,fake
@user when you see what is happening at bomas is there anything to smile about not only this time but always at bomas during elections hell brake loose,neutral
the formula is as simple as e voting comes in handy with e rigging digitised elections is the easiest and cheapest to rig my opinion is that we abolished the so called fake e voting and swing back to manual system jpeg vu7jy8acx5,neutral
"@user for the death of any one in this country at the mercy of our elections may god never let whoever has a hand in their death never have peace either on earth nor there after
ijmn amen",fake
@user @user definitely man unfortunately this choice of governor of county 047 already looks like it s going to be among the biggest mistakes of this year s elections xhhffu7xli,fact
@user @user yes he was but he was well aware before the elections that an outsider was accessing the portal but never raised any alarm,fact
@user @user you are admitting that either sides explored the systems vulnerabilities to their advantage thus the elections was not conducted as expected and prescribed by the constitution therefore null and void,fact
did we really had elections 1wmrjsc61u,neutral
"@user you re a loser
even your son can defeat you in the coming elections",fact
@user @user pathway for resilient kenya electoral integrity in kenya can only be bestowed if elections are free fair verifiable and democratic that way kenya will achieve sustainable developments nexus democratic country @user @user,fact
@user the gubernatorial elections in kakamega and mombasa will not change the outcome of the presidential elections they will just provide the winners with bragging rights kakamega and mombasa are now battleground counties and the elections may go either way fcpa i dont envy you,neutral
raila refused to participate in repeat election after results nullification by scok he ended up leadinding demonstrations in nairobi whivs he called off after handshake during 2007 political chaos said he had to be given humble to candaign if presidential elections were to be,neutral
for kenya to have peace whether before during or after elections @user need to be kicked out of politics otherwise governments will have issues mjqoyshhku,neutral
deputy president hon @user gachagua aden duale kimani ichungwah ndindi nyoro heading to west pokot from mombasa together with other uda frontline soliders ahead of kacheliba and pokot south elections uda is about uplifting the hustlers agenda @user ndindinyoro cnjqgsim8s,fake
@user no no presidential elections in kenya have no problem the only problem we have is raila odinga and his rituals he must deny results so there can be bloodshed,neutral
in 2017 i worked as a po in the elections this was one crucial part of the job a po mistake has implications down the line njyuwxdg8b,fake
@user i don t foresee any hurdles at all politics work differently immediately the supreme court rules with finality on the date of the august elections re alignments for 2027 begin and party loyalty becomes a thing of the past,fake
"a must read thread on the technology used for the elections
1xtn7s8qrc",fake
@user robert one thing i have realised about you is ur a propagandist and a big lier like ur bosses azimio and these lies are what has cost ur master to lose the elections and u continue with the lies sincerely u will also lose the petition,neutral
kenya kwanza team led by deputy president elect heading for candaigns in kacheliba and pokot south constituencies that will have their elections on monday tk9xxf0gzf,neutral
@user @user @user @user @user my understanding is kiems send jpeg not pdf the last elections were nullified courtesy of process violation you cannot dismiss that as a non issue,fact
kenya kwanza team led by deputy president elect heading for candaigns in kacheliba and pokot south constituencies that will have their elections on monday vdp4if0d9o,fact
@user @user you saying we can’t hold a credible elections without party agents,fact
"@user remember when the odpp said they won t be pursuing such cases till after elections the eacc clears them
political parties clear such candidates too what choice then would the public have",neutral
"@user the azimio post election strategy 1 overwhelm scok with documents 2 file multiple petitions concurrently 3 prosecute the petition through sponsored headlines 4 attack and vilify chebukati
if scok nullifies the elections precipitate a crisis refuse to participate in the rerun",neutral
bgookiiry candaigns end today 48hrs before the elections,fake
chebukati already had a winner in his mind way before elections were conducted 3b0cug8lfc,fact
raila knows that if supreme court nullifies elections he will have a moral right to refuse to participate in elections and claim legally that elections were rigged he will say that the courts have vindicated him on the same he will then call for resignation of chebukati,neutral
so elections can only be free and fair when one individual wins,neutral
@user before the commission is disbanded all the culprits who messed up with the elections should be jailed first so as to be a warning to others who will occupy the office in future starting with chebukati himself,fake
"happening in 2 hours let’s see how marketing played out in the 2022 general elections link to space t7z9o4myxn
cimkenyanetwork zi2lorthoj",fact
smh elections are over ktv7gebkx1 zypwsmkjnx,fact
"ogola why kenyan elections are expensive strathu professor of strategy and decision making fred ogola in thesituationroom earlier today 🔴full interview l7tgjuvzn5
ericlatiff nduokoh ctmuga ivio2ucwv3",fact
"kisii university hosting a peace dialogue organized by ucspak this is what we need let s keep the conversation such has played a huge role in the peace we are experiencing unpdkenya
ncic kenya
kisiiuniofficial uspakofficial
swedenkenya
elections bila noma",neutral
@user @user this clip was way before elections,fact
please next time get uhurus views just like before the inconclusive elections ganaihiw96,fake
one thing is without a doubt there was no free fair transparent and verifiable general elections if what nmg is reporting is anything to go by kenyans deserve better nfpjsgxdfo,fact
@user @user thank you david running elections on hate and discrimination i d archaic and pre cambrian mentality weta has over stayed in bungoma politics there is no single development under his name even a donation of biro pen he has also become a furniture and liability,fake
breaking news nairobi s fourth and most handsome governor johnson sakaja breaksdown and refuses to take oath of office because a local man with internet and free time masao calls him a poor parent by elections set to happen after raila is sworn in bqe4ua3xyl,fake
yesterday farmers party presented to the supreme court of kenya a petition to enjoin itself to the 2022 presidential elections petition and ensure that the rights of farmers are protected and their voices are heard iywhlqdu54,fake
@user i don’t think mathematical errors in themselves can lead to automatic nullification of the entire presidential elections results depends on whether the errors significantly affect the final outcome and whether they were simple errors that the supreme court can regally and correct,fake
never been easy people who travelled to the countryside are back we are almost bouncing back the only challenge is the dollar shooting up after the elections our business is majorly importing goods for sale we pray for peaceful transition and get the dollar settling down 1udseuvsvx,fact
"saitabao one of the challenges we faced was that politicians were bringing their own agents as late as the day of the elections azimioumoja national chief agent rt hon raila odinga and martha karua sc saitabao in thesituationroom
ericlatiff nduokoh ctmuga jqvo8zlbuz",fact
"strathu professor of strategy and decision making fred ogola joins us at 9am to discuss why kenya s expensive elections still produce disputed results tune in 🔴live dx9j8y48ci
ericlatiff nduokoh ctmuga j6y5ck5ib2",fact
@user that is a message to us in how important elections are to the leadership in this country when president moi while negotiating for bananas in the roadside reappointed saitoti as vp he was sent a clear message about posts of vices and deputies ylb1qust8w,fact
@user @user no kenyas problem is raila odinga the day he won t be on the ballot elections will be peaceful,fact
@user @user @user @user no matter how many legal teams you brought the only fact remaining is that the elections were free fair and credible 💯,neutral
if uda is so confident they won this elections free and fair why the restlessness why the fidgeting personally if i knew i won fairly i would sleep like a baby and wait for the swearing in they too know something we all know,fake
it’s not quantum physics … you only need to think like a thief to know how the elections were stollen,fact
in an airstrip cherera should preside 0ver elections in mombasa vbyrj2t8nv,fake
@user @user @user the elections act contradicts article 140 in my opinion we wait for the supreme court to give its verdict,fact
@user the art craft you used to manipulate elections she is a package of fraud,fact
kenyans so that gave you guys uda authority to rig elections like fools thinking a rained on lion is asleep azimio is going to undress you straight naked to the nation even children will see your thickness,fact
herself and the three were planted as remote controlled robots to manipulate elections that s the reason uhuru in his last address to gema in kikuyu said he was sure of his brothers win with or without my kenyans votes tdgnnejw1d,fact
effsouthafrica malema has the heart of a lion and the brain of an ox this is why he does not understand kenyan elections compared to kenya south africans live in a banana republic kenya is beyond them,fact
@user @user sir have you not heard raila s demands today it s laughable ati he don t want chebukati to oversee mombasa and kakamega county gubernatorial elections raila wants cherera to be in charge 🙆🙆🙆🤷 what do we learn from all these stories something common,neutral
@user true man elections have no business being this expensive tbh,neutral
the elections were shambolic but they should declare raila the winner so he becomes a winner in a shambolic elections or yeye raila ndio muosho mmoja wa shomblocism bdpjtmx2xe,fact
azimio goons are only disputing the presidential election but the other five elections which were presided over by wafula chebukati they are okay with it what irony,neutral
interesting development president museveni once said that god is ever busy attending to almost 8billion humans could be their god was busy in another country angola where elections take place tomorrow 7qdnlgerka,fake
cherera supreme court should nullify these elections in entity and not presidential elections only that if fareness nationmediagrp ktnleo,neutral
@user @user if it s established that he bungled the elections due to influence from someone he should be jailed,neutral
the ros for the gubernatorial elections are presided by cros of respective counties chebukati is only the presidential returning officer vr1jdvagyz,fake
@user america of all the pple has no right to poke their noses in kenya s election affairs forgetting that what we witnessed hardly a yr and half ago in us elections was a complete sham i agree kenya s fumbling but leave us alone,fake
@user you guys stole the elections the way you guys do with our resources we want to see justice,fake
@user gubernatorial elections are run by gazetted returning officers as provided for by the law for avoidance of doubt returning officers for mombasa and kakamega counties are ibrahim swalhah yusuf and joseph ayatta respectively ignore fake and misleading utterances,neutral
we won t accept womanfriends of presidential candidates or those of their cronies to be the chief umpires in kenya s presidential elections or general elections fdgpru9bxb qfom1xm7wx,fact
kenya should suspend presidential elections until march 2023 because there is a lot mess on electoral system remember this was well choreographed more than 6 months whether rerun fresh run off more need to clean the entire cartels,neutral
duncan ojwang’ the constitution puts chebukati at the heart of the elections the attempt of the supreme court to change the will of the people through the petition and find a new winner is the coup,fake
@user they have at least 3 years idle and prepare well for elections working for half a year and you still incompetent beats all logic,neutral
if the court finds chebukati unfit to hold public office as prayed for directly or indirectly bungling the elections held on 9th of august 2022 he risks going to jail for treason the accusations against him if proven could have easily blunged this country to anarchy zy3qabctkq,neutral
@user please check this more than half of all the votes casted in the elections @user k811v4tunh,fake
elections in kenya and almost all countries categorised as third world by the world bank imf are ritual processes to confirm the colonial power chosen successor its foolish a waste of time trying to invest your hopes blood emotions and resources african afrique,fake
@user @user @user and your means include elections and the courts nothing else will work i would encourage you to do your best in the meantime let the best team win,fact
i have gone through the azimio petition in detail i feel they have a valid argument and justice should prevail it is very bad for chebukati to always bungle elections for selfish gain @user @user @user @user,neutral
julius malema from his university student council days anc youth league leadership days his expulsion from the anc in 2012 was synonymous with corruption his populist antics in eff does not qualify him to advise kenyans on elections,fake
thought i was the only who noticed that in fact they re even quoting bible verses and captioning their posts with the same the very same people who weeks before elections were ridiculing their opponents religiosity and barely quoted scriptures or went to church qwhvivkt3b,fact
@user i hope you agree petitioning the apex court on matters elections is important if we intend to achieve more credible and transparent elections in future which will automatically lower these costs,neutral
@user but aren t elections the epitome of corruption i need to understand how someone who has never earned a shilling in their recent past can find kes 7b to fund an election and no one asks about the source of funds by deduction the most corrupt are the best placed,fake
@user @user unless dr w s a r conducted the elections or committed an election offence like wat transpired in bomas,fake
"@user it s also the country with the guest gdp and most developed country and has never had post elections violence odinga is just a selfish leader who just need to cling to power for his own benefit rather than the goodwill of the country
justaconman",fake
my thinking some of this players should be called out they should be investigated on their conduct ambassadors civil societies religious institutions name them have to be called out from the allegations seems they had a hand in the elections which is really wrong,fact
heavy allegations have been made on direct involvement of envoys in kenya in the just concluded general elections @user warned them and well connected blogger @user also called them out @user has come out strongly to distance herself from the allegations,neutral
our great country kenya kenya is bigger than all of us elections will come and go the elected and the looser life must continue take heart and work together to grow this great country this country kenya needs us let s grow our country kenya together kenya yetu,fake
@user @user the hustler won elections free and fair and man chebuu announced the exact results,neutral
wadr what prof oloo is describing if you contextualize is 2 types of quorums in a committee commission one from supreme court ruling and another for elections unheard of,fake
mr julius malema call mr raila odinga to concede defeat over 9 august 2022 general elections rddc9s2dre,neutral
kenyans invest in very expensive elections but it still doesn t cure for us our greatest malady that is getting us leaders with integrity and principles the cost still doesn t justify the results,neutral
seems @user forgets the experience of thabo mbeki and the former ghanaian president i forget the name who flew back to their countries after hailing the 2017 elections as free and fair only for the supreme court to overturn it effsouthafrica,fact
@user @user it’s means justice must be seen to happen you can’t bungle elections and start mentioning raila,fake
the information i have is that this man wafula chebukati is well loaded with real evidence of how deepstate tried to lure him and other commissioners to manipulate the outcome of the elections video evidence and audio recordings available the odm case is dead on arrival s5otnvhg7i,neutral
@user had better learn to cover his miserable teeth before commenting on kenyan elections no7eyoggo0,neutral
"i was raila odinga biggest supporters but not any more
repeat elections
raila will loss badly he s no longer match to ruto lmdhj5zp9k",fake
those who told raila that he will win elections in round one are the same people still lying to him that he has a strong case in the supreme court raila is surrounded by his enemies,fact
"@user how come these guys steal elections and still call on the name jesus
am confused",fact
@user your asking for everything petition claims that the elections were not held according to the law yet you want the supreme court to declare your boss the winner using the same results be a bit clever,fact
@user who lost elections,neutral
@user i wonder why malema has been commenting on kenya s elections so much what does he want,neutral
spot on malema raila odinga should just give kenyans a break it was never meant to be he has done his bit for the history of this country his greed for cheap money cost him 2022 elections he should eat the humble pie concede defeat and move on julius s malema llbu6eb6dq,neutral
i am asking someone to transfer money abroad but they cite elections as the reason banks are not allowing transfers is this true cant contact cbk from abroad,neutral
from the dp s recent quick moves one can tell that he is getting ready for a somehow inevitable presidential elections repeat today governorkibwana joins kk to face off with @user legal team at supreme court thepeoplevschebukati supremecourt hfbr4nyfru,fake
kivutha kibwana was a part of linda katiba he later abandoned them and endorsed bbi in the 2022 elections he was in the azimio today he has jumped ship to kk and joined ruto s legal team the man is a worker but he needs to be firm on his political stands,fake
the general elections in kenya keep getting better and this is the way to go especially with the young constitution e3dm4uusz2,neutral
costly elections and democracy safeguarding udj6jif2t6,fake
kenyan elections featuring raila supremecourt sarvgtpjb4,neutral
elections are only not free fair and credible if they re challenged @user basauzs,fake
@user babu did the thing to conceal evidence of stealing elections,neutral
ensure you work for the people n not political parties coz that s what has grounded most of our counties here in kenya whereby if the governor is from opposition they ground development to use it as a candaign tool come next elections please work for the people gladyswanga ofpxiszw1k,neutral
raila deep state and his inner cycle are too lazy to think they are coming into this game late as always clueless and trying to play catch up with william ruto who s always miles ahead in terms of strategy elections were won at the polling station,neutral
@user kenya is peaceful until raila looses in presidential elections,fake
@user i think he will feature in movies of how to steal elections like an amateur universities feature success stories as case studies,neutral
that john githongo petition if indeed its the truth then we need to overhaul the whole commission a new system of elections and a repeat of presidential elections,fake
@user @user just because a european country has assertained that the elections were fair you also buy in to their idea oh poor african😤,fact
why must people die though why can t we have elections and even demonstrations if we have to peaceful demonstrations people go to court lose win and just get back to our lives 8zgtmd0yjz,fact
can someone tell this benzo guy we are still not yet done with elections,fact
now on ktn news with @user @user and @user debating about the supreme court case on the presidential elections,neutral
instead they should arrest the likes of babu and accomplices until we re done with these elections 2aauas5ajo,fact
@user you are prepared enough for big lose of elections baba let him retire from active politics ruto he was a solution to kenyans by being president elect,fake
bbcafrica we are used to his nonsensical cries after every time he loses elections kenyaschoice2022 kenyadecides,neutral
mukamiwaembu some elements in uda wants to make sure that no trace of evidence is found the same way they made former juja mp george thuo collapse in thika after 2007 elections is the same way they hav eliminated these one all ro in central and rift valley must seek states protection,neutral
the rule of thumb that whoever alleges must prove the azimio legal team has the collosal task to ascertain and convince not only the judges but also the kenyan public that the elections did not meet the threshold subscribed by article 81 of the constitution [16 19],neutral
@user @user you can’t fight against known thieves bro when all you want is free and fair elections,fake
@user @user and he got robbed 4 times once forced those who robbed him in a coalition government once let down by a clown activist masquerading as serious cj once nullified an election thievery and now again doing the same to call out thieves of kenyan elections want it nullified,fact
i hope journalism students took lessons from kenya’s journos who delivered news and content objectively in the just concluded august elections kudos all eyes will now be on the supreme court battle plus the forthcoming elections in eight elective areas that had been postponed,fact
@user very true my learned friend it beats logic why we will always be going for elections with a very absurd budget of alsmost 40+ billions just for the money to drink water,fact
@user @user @user raila surrounded himself same brokers of 2013 2017 and 2022 elections and expect different result no way,neutral
@user @user we cannot always be having people going to courts just for the sake of going people must learn to concede when defeated its bad manners it was never our intent constitutionally for elections to be settled in supreme court but at the ballot,fact
verification of elections should end at the constituencies those found culpable of messing the electoral process should bear pain and costs of rerun,neutral
@user @user he is lying to you he fears the other team has the best legal minds than where he is in his team we hav lawyer ngatia representing ruto and he represented uhuru just like ahmed nasir in 2017 elections where they both lost,fake
